,baseMean,log2FoldChange,lfcSE,pvalue,padj
LOC642484,8.782371185,1.206194115,1.18708953,0.009017667,0.027030377
LINC02565,11.86113267,-1.49435867,0.404282509,2.95E-05,0.000255499
LOC105372140,7.85455782,1.382642779,0.577798378,0.001082679,0.004857304
CCBE1,155.079517,-1.247410974,0.517594447,0.002317248,0.00893704
RNF152,3017.420995,-1.231190949,0.224813972,8.30E-09,2.88E-07
CDH19,190.3781129,-1.095361381,0.524161332,0.005899573,0.019190054
CCDC102B,275.4893114,1.339175252,0.246889184,5.42E-09,1.99E-07
LOC107985134,69.18756414,1.703381388,0.283998067,1.26E-10,7.70E-09
LOC107985135,9.137240246,1.242503226,0.385044389,0.000144222,0.00093898
CNDP1,287.0469797,-2.374129926,0.583647827,5.70E-06,6.62E-05
LOC105372210,11.352709,3.84008116,1.079189408,7.07E-06,7.91E-05
LOC105372209,9.779037311,2.96078977,0.969246732,4.73E-05,0.000378887
LOC105372214,6.07934039,1.124303076,0.33020668,0.000110817,0.000759315
PLPP2,53.83206233,1.379479538,0.642844616,0.001653876,0.006829998
GZMM,4.519839348,-1.254715232,0.354473116,5.95E-05,0.000455817
HCN2,3.037579508,1.047681184,0.599670955,0.008806816,0.026518736
MISP,24.12559471,1.878722015,1.295083722,0.0022891,0.008851608
LINC01836,8.338841821,1.81364526,0.546789112,5.09E-05,0.000401029
CFD,20.64669291,-1.516075863,0.45318993,0.000109201,0.0007505
ARID3A,92.7803503,1.401590936,0.378350603,1.56E-05,0.000150995
TRF-GAA1-6,2.56919267,-3.095244574,0.840333385,2.18E-05,0.000197532
GAMT,639.1636544,-1.139926884,0.299756231,2.78E-05,0.000243563
IZUMO4,15.02034277,-1.246503964,0.261104639,3.00E-07,5.67E-06
GADD45B,1159.533495,-1.573790335,0.300879923,2.52E-08,7.30E-07
DIRAS1,3.294544221,1.568809547,1.201532897,0.005798748,0.01893327
SMIM24,111.7800112,-1.115046182,0.577236783,0.007980276,0.024467228
TBXA2R,24.98885522,-1.612798046,0.282459532,1.56E-09,6.75E-08
EBI3,18.89752697,-1.361198493,0.28693894,3.32E-07,6.20E-06
LOC107985297,5.638305658,1.350693596,0.445646102,0.000256357,0.001494561
PLIN4,573.3908561,-1.189969227,0.280370932,4.06E-06,4.98E-05
LRG1,3825.087701,-1.293766002,0.314623005,6.52E-06,7.38E-05
UHRF1,73.44525587,2.64035059,0.361611796,1.04E-14,1.80E-12
PRR22,6.828780564,-1.033978095,0.318307149,0.000222987,0.001331872
RANBP3-DT,5.223522134,-1.096603482,0.388774429,0.000816092,0.003862928
ACSBG2,8.832908426,1.539276508,0.441614226,3.95E-05,0.000326409
ACER1,3.313785823,-1.344659979,0.596413904,0.002662135,0.010041836
ALKBH7,98.37187895,-1.406589543,0.22831078,1.19E-10,7.38E-09
TUBB4A,12.03012688,3.63478745,1.012017055,7.14E-06,7.97E-05
ADGRE1,46.9357561,-1.574797278,0.363681607,2.09E-06,2.88E-05
PEX11G,32.18015188,-1.214693795,0.199825304,2.17E-10,1.22E-08
CLEC4G,157.1212039,-3.046914325,0.639474198,2.51E-07,4.92E-06
CLEC4M,228.5509593,-3.231039519,0.652008336,9.98E-08,2.31E-06
LOC105372263,19.93485834,-2.806243321,0.600317918,3.52E-07,6.49E-06
CLEC4GP1,3.435650582,-1.771236118,0.531361838,8.40E-05,0.000609035
PRR36,1.712078327,1.59117702,1.250003225,0.005998244,0.019455525
LOC105372266,5.489882401,1.228879425,0.356056562,8.65E-05,0.000623284
CCL25,4.768274207,4.961945886,0.867161155,3.57E-06,4.44E-05
FBN3,37.39856995,2.909521402,0.66496796,3.03E-07,5.72E-06
LOC107985282,8.704319808,1.086292493,0.441810839,0.001641273,0.006791362
LOC105372269,2.241798079,1.172511307,0.678883608,0.008450076,0.025684604
LOC105372270,12.07945615,-1.025565429,0.345992015,0.000597926,0.002997037
COL5A3,400.7174647,1.796315574,0.349660323,1.44E-08,4.61E-07
ANGPTL6,166.1268399,-1.187459353,0.196441948,2.95E-10,1.60E-08
LIMASI,9.116249428,-1.867765781,0.386987663,1.62E-07,3.43E-06
ICAM4,4.456661418,-1.127176454,0.455204716,0.002060471,0.008152214
ICAM3,162.5942665,-1.083682654,0.229367824,4.97E-07,8.69E-06
LDLR-AS1,38.13942659,-1.648426087,0.260933641,3.77E-11,2.66E-09
LDLR,1944.432598,-1.565290422,0.200456459,9.08E-16,2.06E-13
SPC24,51.98722872,2.632057922,0.362956572,1.73E-14,2.81E-12
JUNB,361.5710646,-1.096547673,0.319075946,0.000117608,0.000795812
RNASEH2A,49.58746242,1.150002886,0.259241512,1.18E-06,1.79E-05
GCDH,443.7918228,-1.453585563,0.258397368,2.97E-09,1.18E-07
IER2,210.5819683,-1.343804189,0.195023095,9.87E-13,1.04E-10
ASF1B,28.47257658,2.173961583,0.36276725,1.14E-10,7.09E-09
NOTCH3,283.9619509,1.779668516,0.373756551,1.10E-07,2.49E-06
PGLYRP2,1082.310748,-1.312680788,0.41655762,0.000250723,0.00146955
CYP4F2,1224.208597,-1.263814508,0.360307814,7.54E-05,0.000555851
F2RL3,20.19700154,1.675093856,0.444442058,9.53E-06,0.000100482
CPAMD8,27.20138877,-1.286148702,0.293203654,1.93E-06,2.69E-05
MRPL34,128.7553197,-1.027365785,0.189862956,1.46E-08,4.65E-07
PLVAP,238.2313328,2.097646523,0.274004588,9.00E-16,2.06E-13
UNC13A,10.08610721,2.551166243,0.631161383,2.14E-06,2.93E-05
B3GNT3,68.49839004,1.187809006,0.52337299,0.001794343,0.007308134
JUND,426.709726,-1.59319252,0.219555736,6.06E-14,8.74E-12
COMP,19.00531565,2.701731756,0.939215763,8.24E-05,0.0005988
CERS1,3.631831038,1.477786405,0.862283004,0.004243458,0.014674319
LOC105372310,41.49686092,2.302336982,0.475212623,4.61E-08,1.22E-06
ZNF486,48.72434111,1.423789508,0.336100883,0.004006994,0.013999371
LOC105372311,3.596759858,2.013675654,0.686808827,0.000223625,0.001334094
ZNF826P,15.38295615,2.083200243,0.542794871,5.23E-06,6.15E-05
LOC105372316,5.557972177,2.01770334,0.785563543,0.006765992,0.021379972
ZNF737,166.8751434,1.080672929,0.330287528,0.000130227,0.000866534
ZNF66,55.65247321,1.080503947,0.29216489,2.89E-05,0.000250927
ZNF714,94.45481321,1.370056612,0.323521465,1.90E-06,2.66E-05
ZNF431,206.1803383,1.005765772,0.244011777,5.91E-06,6.84E-05
LOC105372321,14.19172775,1.41485367,0.489707376,0.000268334,0.001553538
LINC00664,6.796950972,2.309203182,0.850324174,0.000219625,0.001315861
LOC400682,1.590517975,4.047144667,0.961726525,0.006877212,0.021648854
LOC105372325,3.775200871,1.653397774,0.505983789,0.009056304,0.027092802
ZNF208,159.8139969,1.428348357,0.493982429,0.000231387,0.001372415
ZNF257,31.31063086,1.045648374,0.445032831,0.002092554,0.008247938
ZNF676,47.79957948,1.507072894,0.682148807,0.001166895,0.005155459
ZNF98,7.359081933,1.574433443,0.785403601,0.001907686,0.007676019
ZNF492,11.16452723,1.57721838,0.661506207,0.000822038,0.003883746
ZNF99,36.09681158,3.81103393,0.737420316,4.68E-09,1.74E-07
ZNF723,2.418031681,3.280569062,1.325024063,0.010550242,0.030668057
ZNF728,24.62290653,1.616658603,0.676045337,0.000697117,0.003403597
ZNF730,40.48073704,3.182924748,0.57287011,7.03E-10,3.41E-08
ZNF724,63.58297186,1.65679922,0.22419122,1.14E-14,1.94E-12
LOC107985285,41.17266709,1.069965716,0.378812082,0.000561396,0.002844043
LINC01224,5.48928209,5.863587684,1.585466073,9.14E-07,1.44E-05
ZNF675,84.66150143,1.122901386,0.229697668,1.41E-07,3.06E-06
ZNF681,57.57364221,2.342687588,0.376730599,1.90E-11,1.44E-09
ZNF726,102.1058192,2.506951186,0.438322178,3.33E-10,1.77E-08
LOC100505851,3.746811627,3.966098318,1.077433447,1.96E-06,2.73E-05
LOC105372346,1.810491825,-2.134741825,0.945536348,0.001846006,0.007477898
LOC102724908,159.4405153,7.453882748,1.004851508,8.80E-16,2.05E-13
CCNE1,38.49642641,2.978725587,0.558812687,2.65E-09,1.08E-07
FAAP24,20.48334434,1.071319684,0.303921743,6.10E-05,0.000464015
CEBPA-DT,36.93760458,1.20016349,0.329454869,2.85E-05,0.000248097
FXYD3,12.46082002,1.01063866,0.939267994,0.009235276,0.027521561
FXYD1,424.8839374,-1.062683613,0.328860732,0.000251328,0.00147172
HAMP,992.3689114,-1.575315097,0.753776396,0.00385147,0.013569374
DMKN,52.52891182,1.500471154,0.740466568,0.001681724,0.006916542
APLP1,5.31067863,1.108363593,0.701691155,0.009106994,0.027215551
TYROBP,151.0128063,-1.067242768,0.283217257,3.49E-05,0.000293967
LOC101927572,6.146185773,1.081831742,0.350003091,0.000319742,0.001790442
WDR62,46.43476462,2.035196119,0.361912223,9.20E-10,4.30E-08
LINC00665,36.07997173,2.345019264,0.509385058,1.46E-07,3.15E-06
ZNF382,59.44101783,1.444926042,0.363161935,5.28E-06,6.20E-05
LINC01535,10.40533593,2.348701607,0.728445914,4.23E-05,0.000345342
LOC284412,7.689348987,1.216105497,0.611082647,0.003504952,0.01259073
ZNF793-AS1,4.394384044,1.557413176,0.671013124,0.001238904,0.005408241
ZNF793,55.48726088,1.612382338,0.41978119,7.21E-06,8.02E-05
ZNF607,61.0119651,1.332460727,0.339203994,7.20E-06,8.02E-05
SIPA1L3,265.2492485,1.097098991,0.247780755,1.27E-06,1.90E-05
LOC105372396,3.690720918,1.27500007,0.571972903,0.002318948,0.008942223
SPRED3,5.521299227,1.05120086,0.537244789,0.005466912,0.018016254
LGALS4,1127.739362,1.920305493,0.409188491,1.19E-07,2.65E-06
ZFP36,618.6313112,-1.289478075,0.274431233,4.58E-07,8.10E-06
FCGBP,169.9434454,-2.149004646,0.487634316,0.011039887,0.031796698
CCNP,5.827546214,1.077934475,0.554470659,0.005352315,0.017687381
SERTAD1,76.15093067,-1.390865886,0.281227303,1.23E-07,2.72E-06
AXL,590.9855674,-1.093055918,0.271972036,1.21E-05,0.000122976
CEACAM4,11.77460494,-1.263612994,0.321877617,1.44E-05,0.000141484
CEACAM5,1.644917661,-2.121362661,2.507866988,0.010814665,0.031266456
PRR19,6.936031379,1.035543114,0.436549221,0.002342767,0.00902021
TMEM145,2.468445972,1.955317493,0.95786446,0.001648703,0.006814352
ZNF221,112.8211064,1.039955475,0.263008309,1.10E-05,0.000112953
CEACAM20,27.27831636,1.301558258,0.842708466,0.005034411,0.016859901
APOC1P1,592.8260019,-1.115453002,0.447915156,0.0021957,0.008566239
FOSB,342.4252403,-2.449452505,0.572320903,2.29E-06,3.08E-05
LOC105372427,9.496962246,-1.273511183,0.265805734,2.40E-07,4.74E-06
ZNF541,13.68592126,2.470847392,0.53445063,1.62E-07,3.43E-06
LINC01595,37.02522118,-1.051944206,0.449459612,0.003487969,0.012540497
SULT2A1,6462.806911,-1.158637533,0.412190195,0.000847699,0.003979507
MAMSTR,7.085826086,1.615666495,0.50485042,9.48E-05,0.000671975
HSD17B14,64.26249016,-1.194941546,0.337951496,7.18E-05,0.000533498
HRC,13.57377794,-1.183984416,0.322853688,4.31E-05,0.000350447
FCGRT,1455.996394,-1.087732183,0.192735441,3.68E-09,1.42E-07
SIGLEC11,52.33639586,-1.791179545,0.335788871,1.28E-08,4.20E-07
SIGLEC16,25.38447858,-1.28983389,0.231466923,4.18E-09,1.57E-07
NAPSB,57.90749122,-1.039354305,0.227960602,1.15E-06,1.75E-05
MYBPC2,1.741919692,2.022513565,1.255380267,0.003051457,0.011245339
ASPDH,108.8892323,-1.494438429,0.376958904,1.06E-05,0.000110152
SYT3,2.887071951,1.998051527,1.618153331,0.015220722,0.041048834
SIGLEC7,38.99307953,-1.151451465,0.25122763,8.89E-07,1.41E-05
LOC101928517,10.57562097,-1.100282485,0.255788439,3.20E-06,4.05E-05
SIGLEC5,26.22377277,-1.180833699,0.254725747,6.58E-07,1.10E-05
FPR1,124.7405613,-1.067105777,0.355550713,0.00053339,0.002729719
FPR2,33.06589389,-1.326853951,0.436084276,0.00034809,0.001917095
ZNF320,233.7518731,1.331162412,0.426295108,0.000132649,0.000878213
ZNF888,87.75254842,1.077560918,0.356442773,0.00029806,0.00168977
ZNF321P,16.81971139,1.059534834,0.394992243,0.000913844,0.00422676
LILRB5,261.2721073,-1.287261403,0.299547218,2.98E-06,3.83E-05
LILRA5,37.57971152,-1.034193521,0.298935156,0.000115329,0.000785085
TTYH1,18.64905956,1.605155633,0.400178687,0.004166321,0.014463381
LILRA2,28.28135815,-1.042535363,0.327466868,0.000296564,0.00168309
LILRA1,23.34199535,-1.065524542,0.26581052,1.26E-05,0.000127135
FCAR,20.70997335,-1.90068969,0.399530306,2.45E-07,4.81E-06
GP6,6.488146793,-1.061969329,0.322441794,0.00017641,0.001100565
TMEM150B,41.38012923,1.011121425,0.390819274,0.001234918,0.005396477
ZNF544,495.4137582,1.041701806,0.216394773,2.22E-07,4.43E-06
SLC27A5,2217.340791,-1.451842068,0.389547419,2.83E-05,0.000246802
LOC105372485,920.7479746,-1.352211542,0.381172655,6.07E-05,0.000462197
LOC107985423,9.696754483,1.986999328,0.45456148,8.26E-07,1.32E-05
SLC52A3,7.48802558,1.944957016,0.524831071,0.001852165,0.007499521
TGM3,44.2821632,4.555445847,0.592312324,4.03E-16,1.00E-13
LOC105372503,4.232766539,2.36774179,0.81661294,0.00014878,0.000964365
CPXM1,17.72819636,1.158705581,0.58869699,0.003768536,0.013327712
SIGLEC1,376.3424888,-1.067538074,0.262335019,1.02E-05,0.000106108
PRND,12.45182838,6.241082388,1.246226178,7.96E-11,5.16E-09
SLC23A2,2996.27694,-1.08403503,0.24915439,2.90E-06,3.75E-05
MCM8,277.3450602,1.511710877,0.249799925,1.10E-10,6.91E-09
MCM8-AS1,5.692256664,1.029491921,0.38047407,0.001126675,0.005016065
FERMT1,58.6227603,1.554322612,0.616985617,0.000533628,0.002730383
CASC20,5.708625824,7.681818781,2.958248015,3.53E-05,0.000296963
PLCB1,538.9764174,1.388556512,0.256900113,5.52E-09,2.02E-07
PLCB1-IT1,24.73619459,1.126813941,0.318473279,5.06E-05,0.000399339
LOC105372521,56.21462626,1.223677946,0.271047944,6.93E-07,1.14E-05
PARAL1,1.482675056,2.667475788,1.40407641,0.002195841,0.008566239
SNAP25-AS1,24.1242247,1.725623801,0.509969923,0.001161968,0.005140356
LOC105372524,30.11393272,1.984705451,0.464678162,8.50E-07,1.36E-05
SNAP25,123.5361324,2.175841954,0.383909003,5.80E-10,2.85E-08
LOC112268268,46.72549305,2.729283707,0.545834625,1.64E-08,5.09E-07
JAG1,858.7319543,1.292281644,0.352860675,2.16E-05,0.000196016
MIR6870,4.109954349,1.793323767,0.573123283,0.000126186,0.000845234
ISM1-AS1,6.535829568,1.003772011,0.429124269,0.002741949,0.010281079
LOC613266,39.75466367,3.389839656,0.690583302,1.96E-08,5.92E-07
PCSK2,1.851342811,-2.998682909,0.737249268,4.70E-06,5.63E-05
BFSP1,10.1171452,1.183501294,0.389930611,0.000278888,0.001605384
CFAP61,3.584707017,2.713436693,0.856315303,5.99E-05,0.000457576
CFAP61-AS1,1.077417315,6.76163874,2.587669171,0.001489746,0.006281414
KIZ-AS1,24.77100081,1.353031993,0.271697389,6.45E-08,1.61E-06
CST2,1.917505839,1.877360193,1.317185316,0.00521503,0.017338748
LINC01721,3.083382167,2.318574796,1.462273092,0.001332916,0.00573754
VSX1,6.67957278,2.388814348,0.651704261,1.32E-05,0.000131924
LOC101926889,6.820479152,1.612218938,0.405660157,6.16E-06,7.06E-05
LOC105372579,8.296501516,1.148623079,0.305029279,0.004477221,0.015288846
PYGB,501.6829008,1.005495758,0.219014822,7.05E-07,1.16E-05
GINS1,105.4540376,2.84142233,0.408327342,1.03E-13,1.43E-11
LOC101926935,19.98349555,1.231741877,0.279870413,1.32E-06,1.96E-05
FRG1DP,14.62286621,3.084229948,0.751723146,1.06E-06,1.64E-05
FRG1EP,33.85418972,1.846825301,0.429684418,8.66E-07,1.38E-05
TPX2,301.8034222,2.092874615,0.350754724,1.06E-10,6.70E-09
FOXS1,5.546343884,1.725950026,0.76805656,0.001101582,0.004918177
DNMT3B,47.93820502,1.638726443,0.267138394,6.29E-11,4.22E-09
BPIFB2,5.729149216,3.699789158,0.972098104,0.009985542,0.029339253
NECAB3,193.4673942,1.208134286,0.236644692,4.15E-08,1.12E-06
ACTL10,9.473718446,1.712973758,0.359562,1.82E-07,3.78E-06
E2F1,62.3086432,2.894102393,0.399071427,1.39E-14,2.32E-12
MAP1LC3A,83.17970853,-1.028002518,0.215082569,3.99E-07,7.23E-06
EPB41L1-AS1,5.627701445,1.048509306,0.52108699,0.005061885,0.01691925
DSN1,197.5068971,1.115789288,0.22778381,1.37E-07,3.00E-06
SOGA1,359.3352422,1.173377981,0.264577604,1.06E-06,1.64E-05
RBL1,189.2539031,1.391412357,0.26411426,1.19E-08,3.93E-07
LOC107987281,44.38163321,-1.480956679,0.427634195,7.43E-05,0.000549441
KIAA1755,36.74046806,1.083708581,0.409405866,0.00090176,0.004181661
FAM83D,88.18616455,1.935436084,0.378218644,1.42E-08,4.56E-07
LOC105372613,15.23432846,1.839906308,0.99708541,0.001439175,0.00610959
L3MBTL1,62.39283325,1.096473846,0.25727204,2.77E-06,3.61E-05
MYBL2,83.07166404,4.338772491,0.562786276,2.43E-16,6.36E-14
LINC01430,8.346194382,-1.737196697,0.451813143,1.42E-05,0.000139629
SDC4,4757.079449,-1.046285932,0.188209775,5.62E-09,2.04E-07
UBE2C,42.57236204,3.831942306,0.49459945,2.69E-16,6.89E-14
MMP9,44.28623746,1.189956123,0.52696388,0.001869105,0.007555916
LOC105372632,2.079778405,1.158992835,0.909934379,0.013098948,0.03640257
EYA2,16.69199438,-1.697513851,0.410453488,4.53E-06,5.45E-05
LINC01754,9.827112903,2.100720037,0.581739348,1.50E-05,0.000146185
LOC112268266,6.0902073,2.694186963,1.03341936,0.000230287,0.001366688
LINC00494,9.975433603,2.0387171,0.831267933,0.00043546,0.002309568
RIPOR3,164.8867838,-1.164770486,0.327431848,6.96E-05,0.000519578
LOC105372666,9.524217446,3.01327866,0.930175559,2.78E-05,0.000243527
LOC107985427,4.315728035,2.821307885,1.154720064,0.000372142,0.002025549
LOC105372665,3.045943034,2.32677322,1.068628441,0.001040751,0.004702778
LINC01524,6.409188847,1.491207279,1.940875798,0.005568569,0.018310382
BCAS1,26.84599226,2.527671788,0.572079274,5.46E-07,9.40E-06
AURKA,215.6689681,2.124212126,0.326086364,3.14E-12,2.96E-10
PCK1,22255.93509,-1.007965828,0.488204143,0.00656232,0.020855558
PMEPA1,211.3065741,1.235983233,0.552237857,0.00173094,0.007081811
GNAS-AS1,4.238866274,2.417072987,0.704898839,3.78E-05,0.000313963
LOC107985430,3.868442482,-1.45205996,0.441400907,0.00012001,0.000809922
LOC105372708,5.639550386,1.189282543,0.501570018,0.001825405,0.007409021
LOC105372709,10.34293367,1.144959774,0.402483999,0.000528271,0.002707387
COL20A1,1.805305648,-2.094011582,0.732539556,0.000382572,0.002068905
CHRNA4,65.54291839,-1.780651279,0.678360457,0.000934909,0.004300409
LOC100130587,12.19759271,-1.866166462,0.605139499,0.000219723,0.001316136
EEF1A2,40.60278044,3.304240447,0.837977832,1.39E-06,2.05E-05
LOC102723814,3.340793478,1.564601908,0.593258493,0.000713504,0.003468948
ZGPAT,252.0101573,-1.393961145,0.199488604,4.71E-13,5.30E-11
LIME1,130.0371796,-1.104339472,0.302084925,5.13E-05,0.000403621
MYT1,1.998031797,1.34561152,0.936484256,0.008451862,0.025684604
LINC01670,5.706549133,1.172561683,0.431470448,0.000761757,0.003651197
LOC105379490,2.156435515,2.248228057,0.722439401,8.90E-05,0.000637617
CH507-145C22.1,34.47450652,1.676232874,0.381160099,6.67E-07,1.11E-05
LOC102724560,757.9951767,-1.096613465,0.312968956,9.21E-05,0.000656261
LOC105379499,46.07817288,1.401539443,0.333072638,2.14E-06,2.93E-05
LOC102723475,6.906894992,-1.431383755,0.441011349,0.000151148,0.000975965
LINC01666,3.224290996,2.607562685,0.914081055,0.000216405,0.001299961
LOC101930100,37.77725015,1.390357381,0.331016114,2.25E-06,3.04E-05
LOC101927345,56.31920177,1.646040304,0.343095856,9.93E-08,2.30E-06
LINC01667,3.808590846,10.75554303,3.253291768,0.00069042,0.003376341
LOC105372733,3.560616159,1.247512501,0.649860264,0.00442319,0.015147629
BAGE2,6.387828134,3.133054322,0.468901468,0.003111127,0.011426288
LOC105378260,5.799625865,2.683149829,0.394839847,0.009032968,0.027047164
TPTE,1.645796352,4.327429614,1.053415425,0.012012222,0.033942643
CYP4F29P,3.816044426,-1.752306262,0.447285794,9.76E-06,0.000102503
LOC105377134,3.838679531,1.23400374,0.557098146,0.002773858,0.010379011
LOC101927745,110.0281907,2.062418807,0.524921577,3.04E-06,3.88E-05
LINC01549,1.275423043,2.222944697,0.463743145,0.015836967,0.042387326
NCAM2,72.40809012,-2.081197933,0.411738984,5.48E-08,1.41E-06
LINC00308,7.704941507,8.171374865,3.048969641,2.06E-05,0.000188982
LOC107985508,4.026756692,5.34794068,1.509101953,1.22E-06,1.84E-05
CYYR1-AS1,8.547738849,1.023011011,0.314134388,0.000191284,0.001177642
LOC102724420,37.12333454,-1.144693987,0.299781107,2.52E-05,0.000223383
LOC105372764,22.4740442,-1.090815656,0.30043877,5.52E-05,0.000429151
TIAM1-AS1,3.757193858,-1.518784444,0.492115321,0.00022652,0.001347517
LOC107985488,9.336099533,-2.20801323,0.376557547,4.66E-10,2.35E-08
SOD1-DT,19.05963939,-1.701992359,0.309503051,4.80E-09,1.78E-07
SOD1,4095.20357,-1.071954476,0.227746836,5.40E-07,9.30E-06
HUNK,41.07091967,1.140641985,0.479633743,0.001557837,0.006508366
KCNE1,28.92528562,-1.440079036,0.378304565,2.03E-05,0.000186383
RCAN1,1203.524443,-1.674549363,0.274185826,1.48E-10,8.80E-09
LINC01426,20.22476429,2.143800645,0.45481477,1.13E-07,2.55E-06
LOC100506403,5.3462131,2.884544411,0.917301509,5.67E-05,0.000437778
PPP1R2P2,4.43158167,3.068900037,0.907858738,2.94E-05,0.000254582
LOC101928269,12.00866822,3.348707247,0.731237929,1.49E-07,3.20E-06
CHAF1B,61.75287985,1.296630936,0.318485478,4.38E-06,5.31E-05
LOC105372802,3.553731345,2.09022559,0.593102301,0.006391587,0.02046417
B3GALT5,43.23693237,1.031539666,0.752484027,0.011093787,0.031926288
DSCAM,13.68736823,-1.726589905,0.402109391,2.15E-06,2.93E-05
FAM3B,44.65264955,2.216618622,0.730048502,6.44E-05,0.000485841
TMPRSS2,525.3144457,-1.072642685,0.286040638,3.66E-05,0.000305752
RIPK4,272.5014396,-1.307867856,0.196891353,5.53E-12,4.86E-10
LOC102724800,45.15352235,-1.044249595,0.222354522,5.72E-07,9.72E-06
TFF2,18.81806842,-1.949745857,1.23175392,0.007831911,0.024103803
TMPRSS3,46.20559259,1.062908796,0.605768132,0.00643626,0.020552642
LINC01671,9.191167008,1.67954213,0.573936771,0.000193012,0.001185864
CBS,1012.775677,-1.024918243,0.313704755,0.000234674,0.001389437
DNMT3L,13.86748711,-1.460816056,0.504446088,0.00048395,0.002516319
LINC01694,5.602547977,2.601419951,0.830060815,0.006694787,0.021199595
FTCD,1654.248259,-1.40389732,0.369174,2.18E-05,0.000197523
FTCD-AS1,170.8622241,-1.47352042,0.354442242,4.81E-06,5.72E-05
SPATC1L,7.525868242,1.180298145,0.461682347,0.00107639,0.004835086
